,reactions,new_reaction,solved_by,confidence,modifiers,issue
362,Cc1ccc2C(=O)OC(=O)c2c1.CCOc1cc(ccc1OC)C(N)CC(O)=O>>CCOc1cc(ccc1OC)C(CC(O)=O)N1C(=O)c2ccc(C)cc2C1=O,Cc1ccc2C(=O)OC(=O)c2c1.CCOc1cc(ccc1OC)C(N)CC(O)=O>>CCOc1cc(ccc1OC)C(CC(O)=O)N1C(=O)c2ccc(C)cc2C1=O.O,rule-based-method,,[],
363,CCC(CC)c1cc(C)[n]2nc(-c3ccc(OC)cc3Cl)n(CC(O)=O)c(=O)c12.N>>CCC(CC)c1cc(C)[n]2nc(-c3ccc(OC)cc3Cl)n(CC(N)=O)c(=O)c12,CCC(CC)c1cc(C)[n]2nc(-c3ccc(OC)cc3Cl)n(CC(O)=O)c(=O)c12.N>>CCC(CC)c1cc(C)[n]2nc(-c3ccc(OC)cc3Cl)n(CC(N)=O)c(=O)c12.O,rule-based-method,,[],
364,CN.COc1nc2cc(Cl)c(Cl)c(C(O)=O)c2nc1OC>>CNC(=O)c1c(Cl)c(Cl)cc2nc(OC)c(OC)nc12,CN.COc1nc2cc(Cl)c(Cl)c(C(O)=O)c2nc1OC>>CNC(=O)c1c(Cl)c(Cl)cc2nc(OC)c(OC)nc12.O,rule-based-method,,[],
365,COc1c(Br)ccc2C3CCCN(C)C3COc12.CI>>COc1c(C)ccc2C3CCCN(C)C3COc12,COc1c(Br)ccc2C3CCCN(C)C3COc12.CI>>COc1c(C)ccc2C3CCCN(C)C3COc12.Br.I,mcs-based-method,,['bond restriction'],
366,Brc1cccnc1.O.FC(F)(F)c1ccccc1C#N>>FC(F)(F)c1ccccc1C(=O)c1cccnc1,Brc1cccnc1.O.FC(F)(F)c1ccccc1C#N>>FC(F)(F)c1ccccc1C(=O)c1cccnc1.Br.N,mcs-based-method,,['bond restriction'],
367,[N-]=[N+]=[N-].ClC(=O)CCCCCCCCCCOc1ccccc1>>O=C=NCCCCCCCCCCOc1ccccc1,[N-]=[N+]=[N-].ClC(=O)CCCCCCCCCCOc1ccccc1>>O=C=NCCCCCCCCCCOc1ccccc1.[Cl-].N#N,rule-based-method,,[],
368,CN1CCC(Cl)CC1.Fc1ccccc1C#N.O>>CN1CCC(CC1)C(=O)c1ccccc1F,CN1CCC(Cl)CC1.Fc1ccccc1C#N.O>>CN1CCC(CC1)C(=O)c1ccccc1F.Cl.N,mcs-based-method,,['bond restriction'],
369,CCOC(C)(OCC)OCC.OCC(CO)(CO)CO>>CC12OCC(CO)(CO1)CO2,CCOC(C)(OCC)OCC.OCC(CO)(CO)CO>>CC12OCC(CO)(CO1)CO2,,,[],
370,CC1N=C(c2ccccc2F)c2cc(ccc2NC1=O)C(C)=O.CI>>CC1N=C(c2ccccc2F)c2cc(ccc2N(C)C1=O)C(C)=O,CC1N=C(c2ccccc2F)c2cc(ccc2NC1=O)C(C)=O.CI>>CC1N=C(c2ccccc2F)c2cc(ccc2N(C)C1=O)C(C)=O.[H+].[I-],rule-based-method,,[],
371,CCOC(=O)CC(=O)CCl.Clc1ccccc1C=O.Nc1cc[nH]n1>>Clc1ccccc1C1C2=C(COC2=O)Nc2n[nH]cc12,CCOC(=O)CC(=O)CCl.Clc1ccccc1C=O.Nc1cc[nH]n1>>Clc1ccccc1C1C2=C(COC2=O)Nc2n[nH]cc12,,,[],
372,CCN.OC1CC(F)(F)C(F)(F)C1(F)F.CCCSP(Cl)(Cl)=O>>CCCSP(=O)(NCC)OC1CC(F)(F)C(F)(F)C1(F)F,CCN.OC1CC(F)(F)C(F)(F)C1(F)F.CCCSP(Cl)(Cl)=O>>CCCSP(=O)(NCC)OC1CC(F)(F)C(F)(F)C1(F)F.[H+].[H+].[Cl-].[Cl-],rule-based-method,,[],
373,Fc1ccc(Br)cc1C(F)(F)F.[K]C#N.O.O>>OC(=O)c1ccc(Br)cc1C(F)(F)F,Fc1ccc(Br)cc1C(F)(F)F.[K]C#N.O.O>>OC(=O)c1ccc(Br)cc1C(F)(F)F.N.[K+].[F-],rule-based-method,,[],
374,Clc1ccc2[nH]c(nc2c1)C(Cl)(Cl)Cl.NCc1ccccc1.O>>Clc1ccc2[nH]c(nc2c1)C(=O)NCc1ccccc1,Clc1ccc2[nH]c(nc2c1)C(Cl)(Cl)Cl.NCc1ccccc1.O>>Clc1ccc2[nH]c(nc2c1)C(=O)NCc1ccccc1.[H+].[H+].[H+].[Cl-].[Cl-].[Cl-],rule-based-method,,[],
375,Nc1ccccc1C#N.CC[Mg]Cl>>CCC(=O)c1ccccc1N,Nc1ccccc1C#N.CC[Mg]Cl>>CCC(=O)c1ccccc1N.N[Mg]Cl,mcs-based-method,,['default single bond'],
376,COc1ccc2N(C)C(=O)Cc2c1.C[S+](C)(C)=O.Ic1n[nH]c2cc(C=O)ccc12>>COc1ccc2N(C)C(=O)C3(CC3c3ccc4c(I)n[nH]c4c3)c2c1,COc1ccc2N(C)C(=O)Cc2c1.C[S+](C)(C)=O.Ic1n[nH]c2cc(C=O)ccc12>>COc1ccc2N(C)C(=O)C3(CC3c3ccc4c(I)n[nH]c4c3)c2c1.C[S+](C)(=O)O,mcs-based-method,,['default single bond'],
377,Brc1ccc(cc1)C#N.CC(C)[Mg+]>>CC(C)C(=O)c1ccc(Br)cc1,Brc1ccc(cc1)C#N.CC(C)[Mg+]>>CC(C)C(=O)c1ccc(Br)cc1.N[Mg+],mcs-based-method,,['default single bond'],
378,O=C(NC1CCCNC1=O)OCc1ccccc1.N.N.ClP(Cl)(Cl)=O>>NP(N)(=O)N1CCCC(NC(=O)OCc2ccccc2)C1=O,O=C(NC1CCCNC1=O)OCc1ccccc1.N.N.ClP(Cl)(Cl)=O>>NP(N)(=O)N1CCCC(NC(=O)OCc2ccccc2)C1=O.[H+].[H+].[H+].[Cl-].[Cl-].[Cl-],rule-based-method,,[],
379,CC(C)(C)OC(=O)NC1(CCC1)c1ccc(cc1)C#N.[Mg+]Cc1ccccc1>>CC(C)(C)OC(=O)NC1(CCC1)c1ccc(cc1)C(=O)Cc1ccccc1,CC(C)(C)OC(=O)NC1(CCC1)c1ccc(cc1)C#N.[Mg+]Cc1ccccc1>>CC(C)(C)OC(=O)NC1(CCC1)c1ccc(cc1)C(=O)Cc1ccccc1.N[Mg+],mcs-based-method,,['default single bond'],
380,CC(=S)OCc1ccc(cc1)[N+]([O-])=O>>[O-][N+](=O)c1ccc(CS)cc1,CC(=S)OCc1ccc(cc1)[N+]([O-])=O>>[O-][N+](=O)c1ccc(CS)cc1.CC(O)=S,mcs-based-method,,[],
381,OC(CCC(O)COCc1ccccc1)COCc1ccccc1.[O-][I+3]([O-])([O-])[O-].ClS(Cl)=O>>O=S1(=O)OC(COCc2ccccc2)CCC(COCc2ccccc2)O1,OC(CCC(O)COCc1ccccc1)COCc1ccccc1.[O-][I+3]([O-])([O-])[O-].ClS(Cl)=O>>O=S1(=O)OC(COCc2ccccc2)CCC(COCc2ccccc2)O1.[O-]I(=O)=O.[H+].[H+].[Cl-].[Cl-],rule-based-method,,[],
382,O=C(n1ccnc1)n1ccnc1.CC(C)(C)OC(=O)N1CCC(CC1)NCc1ccccc1[N+]([O-])=O>>CC(C)(C)OC(=O)N1CCC(CC1)N1Cc2ccccc2NC1=O,O=C(n1ccnc1)n1ccnc1.CC(C)(C)OC(=O)N1CCC(CC1)NCc1ccccc1[N+]([O-])=O>>CC(C)(C)OC(=O)N1CCC(CC1)N1Cc2ccccc2NC1=O,,,[],
383,CCOC(=O)C(CCCCOc1ccc(cc1)C(=O)OC)(Cc1c(Br)c(OC)c(OC)c(OC)c1OC)C(=O)OCC>>CCOC(=O)C1(CCCCOc2ccc(cc2)C(=O)OC)Cc2c(C1=O)c(OC)c(OC)c(OC)c2OC,CCOC(=O)C(CCCCOc1ccc(cc1)C(=O)OC)(Cc1c(Br)c(OC)c(OC)c(OC)c1OC)C(=O)OCC>>CCOC(=O)C1(CCCCOc2ccc(cc2)C(=O)OC)Cc2c(C1=O)c(OC)c(OC)c(OC)c2OC.Br.CCO,mcs-based-method,,[],
384,CCOC(=O)c1nc(Br)ccc1N.OB(O)C1CC1>>CCOC(=O)c1nc(ccc1N)C1CC1,CCOC(=O)c1nc(Br)ccc1N.OB(O)C1CC1>>CCOC(=O)c1nc(ccc1N)C1CC1.B(O)(O)Br,rule-based-method,,[],
385,C=O.CC(C)=O.NC1CCC(C(CC#N)C1)N(Cc1ccccc1)Cc1ccccc1>>CC(C)N(C)C1CCC(C(CC#N)C1)N(Cc1ccccc1)Cc1ccccc1,C=O.CC(C)=O.NC1CCC(C(CC#N)C1)N(Cc1ccccc1)Cc1ccccc1>>CC(C)N(C)C1CCC(C(CC#N)C1)N(Cc1ccccc1)Cc1ccccc1.O.O,mcs-based-method,,['bond restriction'],
386,N#CC1CC1.Clc1ccccc1CBr>>Clc1ccccc1CC(=O)C1CC1,N#CC1CC1.Clc1ccccc1CBr>>Clc1ccccc1CC(=O)C1CC1.Br.N,mcs-based-method,,['bond restriction'],
387,CCCCc1ccc(Br)cc1.N#Cc1nccc2ccccc12>>CCCCc1ccc(cc1)C(=O)c1nccc2ccccc12,CCCCc1ccc(Br)cc1.N#Cc1nccc2ccccc12>>CCCCc1ccc(cc1)C(=O)c1nccc2ccccc12.Br.N,mcs-based-method,,['bond restriction'],
388,[Mg+]C=C.CC(C)P(Cl)C(C)C>>CC(C)P(=O)(C=C)C(C)C,[Mg+]C=C.CC(C)P(Cl)C(C)C>>CC(C)P(=O)(C=C)C(C)C.[Mg+]Cl,mcs-based-method,,['default single bond'],
389,Cc1nc(sc1C(OCc1ccc(C#N)c(Br)c1)C(F)(F)F)-c1ccc(cc1)C(F)(F)F.OB(O)C1CC1>>Cc1nc(sc1C(OCc1ccc(C#N)c(c1)C1CC1)C(F)(F)F)-c1ccc(cc1)C(F)(F)F,Cc1nc(sc1C(OCc1ccc(C#N)c(Br)c1)C(F)(F)F)-c1ccc(cc1)C(F)(F)F.OB(O)C1CC1>>Cc1nc(sc1C(OCc1ccc(C#N)c(c1)C1CC1)C(F)(F)F)-c1ccc(cc1)C(F)(F)F.B(O)(O)Br,rule-based-method,,[],
390,Brc1ccc(cc1)-c1ccccc1.N#CC1CN2CCC1CC2>>O=C(C1CN2CCC1CC2)c1ccc(cc1)-c1ccccc1,Brc1ccc(cc1)-c1ccccc1.N#CC1CN2CCC1CC2>>O=C(C1CN2CCC1CC2)c1ccc(cc1)-c1ccccc1.Br.N,mcs-based-method,,['bond restriction'],
391,CC(C)(C)C(=O)Nc1cc2-c3ccccc3S(=O)(=O)c2cc1Br.CI>>Cc1cc2c(cc1NC(=O)C(C)(C)C)-c1ccccc1S2(=O)=O,CC(C)(C)C(=O)Nc1cc2-c3ccccc3S(=O)(=O)c2cc1Br.CI>>Cc1cc2c(cc1NC(=O)C(C)(C)C)-c1ccccc1S2(=O)=O.Br.I,mcs-based-method,,['bond restriction'],
392,Fc1ccc(CBr)cc1.N#Cc1ccccc1>>Fc1ccc(CC(=O)c2ccccc2)cc1,Fc1ccc(CBr)cc1.N#Cc1ccccc1>>Fc1ccc(CC(=O)c2ccccc2)cc1.Br.N,mcs-based-method,,['bond restriction'],
393,CC(C)(C)OC(=O)NC1CCC(N)CC1.C=O.CC(C)=O>>CC(C)N(C)C1CCC(CC1)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)NC1CCC(N)CC1.C=O.CC(C)=O>>CC(C)N(C)C1CCC(CC1)NC(=O)OC(C)(C)C.O.O,mcs-based-method,,['bond restriction'],
394,Cc1cnc(C#N)c(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1.Ic1ncnc2[nH]ccc12>>Cc1cnc(C(=O)c2ncnc3[nH]ccc23)c(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,Cc1cnc(C#N)c(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1.Ic1ncnc2[nH]ccc12>>Cc1cnc(C(=O)c2ncnc3[nH]ccc23)c(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1.I.N,mcs-based-method,,['bond restriction'],
395,Brc1cc(Br)cc(Br)c1.N#Cc1cccnc1>>Brc1cc(Br)cc(c1)C(=O)c1cccnc1,Brc1cc(Br)cc(Br)c1.N#Cc1cccnc1>>Brc1cc(Br)cc(c1)C(=O)c1cccnc1.Br.N,mcs-based-method,,['bond restriction'],
396,[H][Si](CC)(CC)CC.COC(CCC(Cl)=O)=O>>COC(CCC=O)=O.Cl[Si](CC)(CC)CC,[H][Si](CC)(CC)CC.COC(CCC(Cl)=O)=O>>COC(CCC=O)=O.Cl[Si](CC)(CC)CC,,,[],
397,OO.OO.COC1=CC=CC(C=O)=C1O>>COC2=C(C(O)=CC=C2)O.O=C=O.O.O,OO.OO.COC1=CC=CC(C=O)=C1O>>COC2=C(C(O)=CC=C2)O.O=C=O.O.O,,,[],
398,O=N(C1=CC=CC=C1N=N#N)=O>>[O-][N+]2=C3C=CC=CC3=NO2.N#N,O=N(C1=CC=CC=C1N=N#N)=O>>[O-][N+]2=C3C=CC=CC3=NO2.N#N,,,[],
399,NC1=CC=CC=C1Br.BrC2=CC=C(C=C2)C(Cl)=O>>BrC3=CC=C(C=C3)C(NC4=CC=CC=C4Br)=O.[H+].[Cl-],NC1=CC=CC=C1Br.BrC2=CC=C(C=C2)C(Cl)=O>>BrC3=CC=C(C=C3)C(NC4=CC=CC=C4Br)=O.[H+].[Cl-],,,[],
400,S[H].CC1=CC=C(N(=O)=O)C=C1>>NC2=CC=C(C=C2)C=O.O.[S],S[H].CC1=CC=C(N(=O)=O)C=C1>>NC2=CC=C(C=C2)C=O.O.[S],,,[],
401,OCCCCCO.CC(OC(C)=O)=O.CC(OC(C)=O)=O>>CC(OCCCCCOC(C)=O)=O.CC(O)=O.CC(O)=O,OCCCCCO.CC(OC(C)=O)=O.CC(OC(C)=O)=O>>CC(OCCCCCOC(C)=O)=O.CC(O)=O.CC(O)=O,,,[],
402,CC(OCCCCCOC(C)=O)=O>>CC(O)=O.C=CCC=C.OC(C)=O,CC(OCCCCCOC(C)=O)=O>>CC(O)=O.C=CCC=C.OC(C)=O,,,[],
403,CC(OCC)Cl.BrBr>>BrC(OCC)CBr.Cl,CC(OCC)Cl.BrBr>>BrC(OCC)CBr.Cl,,,[],
404,CCN(CC)CC.ClC(C1=CC=CC=C1I)=O.NC2=CC=CC=C2>>IC3=C(C(NC4=CC=CC=C4)=O)C=CC=C3.CC[NH+](CC)CC.[Cl-],CCN(CC)CC.ClC(C1=CC=CC=C1I)=O.NC2=CC=CC=C2>>IC3=C(C(NC4=CC=CC=C4)=O)C=CC=C3.CC[NH+](CC)CC.[Cl-],,,[],
405,NN.ClS(=O)(C1=CC=C(C)C=C1)=O>>NNS(=O)(C2=CC=C(C)C=C2)=O.Cl,NN.ClS(=O)(C1=CC=C(C)C=C1)=O>>NNS(=O)(C2=CC=C(C)C=C2)=O.Cl,,,[],
406,C/C(C1=CC=CN=C1)=N\O.BrCC2=CC=CC=C2.[H-]>>C/C(C3=CC=CN=C3)=N\OCC4=CC=CC=C4.[H][H].[Br-],C/C(C1=CC=CN=C1)=N\O.BrCC2=CC=CC=C2.[H-]>>C/C(C3=CC=CN=C3)=N\OCC4=CC=CC=C4.[H][H].[Br-],,,[],
407,CC(C)([Si](C)(Cl)C)C.OCC=C.C1=NC=CN1>>CC(C)([Si](C)(OCC=C)C)C.[Cl-].C2=[NH+]C=CN2,CC(C)([Si](C)(Cl)C)C.OCC=C.C1=NC=CN1>>CC(C)([Si](C)(OCC=C)C)C.[Cl-].C2=[NH+]C=CN2,,,[],
408,CCC(Cl)=O.S=C1N[C@H](CS1)CC2=CC=CC=C2.C3=CC=CN=C3>>CCC(N4[C@H](CSC4=S)CC5=CC=CC=C5)=O.[Cl-].C6=CC=C[NH+]=C6,CCC(Cl)=O.S=C1N[C@H](CS1)CC2=CC=CC=C2.C3=CC=CN=C3>>CCC(N4[C@H](CSC4=S)CC5=CC=CC=C5)=O.[Cl-].C6=CC=C[NH+]=C6,,,[],
409,O=N[O-].NC1=CC=C(C=C1)N(=O)=O.CC2(C)OB(OC2(C)C)B3OC(C(O3)(C)C)(C)C>>CC4(C)OB(OC4(C)C)C5=CC=C(C=C5)N(=O)=O.CC6(C)OB(OC6(C)C)O.N#N.[OH-],O=N[O-].NC1=CC=C(C=C1)N(=O)=O.CC2(C)OB(OC2(C)C)B3OC(C(O3)(C)C)(C)C>>CC4(C)OB(OC4(C)C)C5=CC=C(C=C5)N(=O)=O.CC6(C)OB(OC6(C)C)O.N#N.[OH-],,,[],
410,[H][C@@]12CCC([C@]1(CC[C@]3([C@]2(CC=C4C[C@H](CC[C@]34C)O)[H])[H])C)=O.CC(C)([Si](C)(Cl)C)C.C5=NC=CN5>>[H][C@@]67CCC([C@]6(CC[C@]8([C@]7(CC=C9C[C@@H](O[Si](C)(C(C)(C)C)C)CC[C@]89C)[H])[H])C)=O.[Cl-].C1=[NH+]C=CN1,[H][C@@]12CCC([C@]1(CC[C@]3([C@]2(CC=C4C[C@H](CC[C@]34C)O)[H])[H])C)=O.CC(C)([Si](C)(Cl)C)C.C5=NC=CN5>>[H][C@@]67CCC([C@]6(CC[C@]8([C@]7(CC=C9C[C@@H](O[Si](C)(C(C)(C)C)C)CC[C@]89C)[H])[H])C)=O.[Cl-].C1=[NH+]C=CN1,,,[],
411,CC(C)(C)OOC(C)(C)C.[H]C(C1=CC=CC=C1)=O.NCCC2=CC=CC=C2>>O=C(C3=CC=CC=C3)NCCC4=CC=CC=C4.OC(C)(C)C.OC(C)(C)C,CC(C)(C)OOC(C)(C)C.[H]C(C1=CC=CC=C1)=O.NCCC2=CC=CC=C2>>O=C(C3=CC=CC=C3)NCCC4=CC=CC=C4.OC(C)(C)C.OC(C)(C)C,,,[],
412,[O-]C([O-])=O.NC1=CC=CC=C1C(O)=O.CC2=CC=C(S(Cl)(=O)=O)C=C2>>CC3=CC=C(S(=O)(NC4=C(C([O-])=O)C=CC=C4)=O)C=C3.O=C=O.[Cl-].O,[O-]C([O-])=O.NC1=CC=CC=C1C(O)=O.CC2=CC=C(S(Cl)(=O)=O)C=C2>>CC3=CC=C(S(=O)(NC4=C(C([O-])=O)C=CC=C4)=O)C=C3.O=C=O.[Cl-].O,,,[],
413,COC1=CC=C(C=C1)Br.CC(OC(C)(C)C)=O.C2(CCCCC2)[N-]C3CCCCC3>>COC4=CC=C(C=C4)CC(OC(C)(C)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],COC1=CC=C(C=C1)Br.CC(OC(C)(C)C)=O.C2(CCCCC2)[N-]C3CCCCC3>>COC4=CC=C(C=C4)CC(OC(C)(C)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],,,[],
414,COC(C(C)C)=O.FC1=CC(Br)=CC=C1.C2(CCCCC2)[N-]C3CCCCC3>>COC(C(C)(C4=CC(F)=CC=C4)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],COC(C(C)C)=O.FC1=CC(Br)=CC=C1.C2(CCCCC2)[N-]C3CCCCC3>>COC(C(C)(C4=CC(F)=CC=C4)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],,,[],
415,CC(=O)CCC1(CC=C)C(=O)CCCC1=O>>C=CC[C@]12CCC(=O)C=C1CCCC2=O.O,CC(=O)CCC1(CC=C)C(=O)CCCC1=O>>C=CC[C@]12CCC(=O)C=C1CCCC2=O.O,,,[],
416,CC(C)[N-]C(C)C.[H][C@@]12CCCN1[C@@H](C(Cl)(Cl)Cl)OC2=O.BrCC=C>>ClC(Cl)([C@H]3OC([C@@]4(CCCN34)CC=C)=O)Cl.CC(C)NC(C)C.[Br-],CC(C)[N-]C(C)C.[H][C@@]12CCCN1[C@@H](C(Cl)(Cl)Cl)OC2=O.BrCC=C>>ClC(Cl)([C@H]3OC([C@@]4(CCCN34)CC=C)=O)Cl.CC(C)NC(C)C.[Br-],,,[],
417,[H][C@@]1(C(O)=O)CCCN1.OC(OCC)C(Cl)(Cl)Cl>>[H][C@@]23CCCN2[C@@H](C(Cl)(Cl)Cl)OC3=O.CCO.O,[H][C@@]1(C(O)=O)CCCN1.OC(OCC)C(Cl)(Cl)Cl>>[H][C@@]23CCCN2[C@@H](C(Cl)(Cl)Cl)OC3=O.CCO.O,,,[],
418,BrBr.O=C1OCC2=C1C=CC=C2>>BrC3OC(C4=CC=CC=C34)=O.[H]Br,BrBr.O=C1OCC2=C1C=CC=C2>>BrC3OC(C4=CC=CC=C34)=O.[H]Br,,,[],
419,CCNCC.CCNCC.COC1=CC(C(Cl)=O)=CC(OC)=C1OC>>COC2=CC(C(N(CC)CC)=O)=CC(OC)=C2OC.CC[NH2+]CC.[Cl-],CCNCC.CCNCC.COC1=CC(C(Cl)=O)=CC(OC)=C1OC>>COC2=CC(C(N(CC)CC)=O)=CC(OC)=C2OC.CC[NH2+]CC.[Cl-],,,[],
420,CC(OC(C)(C)C)=O.FC1=CC=C(C=C1)Br.C2(CCCCC2)[N-]C3CCCCC3>>CC(C)(OC(CC4=CC=C(C=C4)F)=O)C.C5(CCCCC5)NC6CCCCC6.[Br-],CC(OC(C)(C)C)=O.FC1=CC=C(C=C1)Br.C2(CCCCC2)[N-]C3CCCCC3>>CC(C)(OC(CC4=CC=C(C=C4)F)=O)C.C5(CCCCC5)NC6CCCCC6.[Br-],,,[],
421,BrBr.CC(/C=C/C1=CC=CC=C1)=O>>BrC(C(C2=CC=CC=C2)Br)C(C)=O,BrBr.CC(/C=C/C1=CC=CC=C1)=O>>BrC(C(C2=CC=CC=C2)Br)C(C)=O,,,[],
422,ClC1=CC=C(C=C1)Br.COC(C(C)C)=O.C2(CCCCC2)[N-]C3CCCCC3>>COC(C(C)(C4=CC=C(C=C4)Cl)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],ClC1=CC=C(C=C1)Br.COC(C(C)C)=O.C2(CCCCC2)[N-]C3CCCCC3>>COC(C(C)(C4=CC=C(C=C4)Cl)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],,,[],
423,COC(C1=CC=C(N(C(CCl)=O)C2CCN(C(OCC3=CC=CC=C3)=O)CC2)C=C1)=O.CCN(CC)CC>>COC(C4=CC=C(N(C(C5)=O)C6CCN(C(OCC7=CC=CC=C7)=O)CC6)C5=C4)=O.CC[NH+](CC)CC.[Cl-],COC(C1=CC=C(N(C(CCl)=O)C2CCN(C(OCC3=CC=CC=C3)=O)CC2)C=C1)=O.CCN(CC)CC>>COC(C4=CC=C(N(C(C5)=O)C6CCN(C(OCC7=CC=CC=C7)=O)CC6)C5=C4)=O.CC[NH+](CC)CC.[Cl-],,,[],
424,COC1=CC=C(C=C1)Br.COC(C(C)C)=O.C2(CCCCC2)[N-]C3CCCCC3>>COC(C(C)(C4=CC=C(C=C4)OC)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],COC1=CC=C(C=C1)Br.COC(C(C)C)=O.C2(CCCCC2)[N-]C3CCCCC3>>COC(C(C)(C4=CC=C(C=C4)OC)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],,,[],
425,C=CC#N.OCC1=CC=CC=C1>>C=CC(=O)NCC1=CC=CC=C1,C=CC#N.OCC1=CC=CC=C1>>C=CC(=O)NCC1=CC=CC=C1,,,[],
426,ClP(Cl)(Cl)(Cl)Cl.NC(CC#N)=O>>N#CCC#N.ClP(Cl)(Cl)=O.[H]Cl.[H]Cl,ClP(Cl)(Cl)(Cl)Cl.NC(CC#N)=O>>N#CCC#N.ClP(Cl)(Cl)=O.[H]Cl.[H]Cl,,,[],
427,O=C1CCCCCCC1.CCOC(OCC)=O.[H-]>>CCOC(/C2=C([O-])/CCCCCC2)=O.CCO.[H][H],O=C1CCCCCCC1.CCOC(OCC)=O.[H-]>>CCOC(/C2=C([O-])/CCCCCC2)=O.CCO.[H][H],,,[],
428,CC(CCC1(C(CCCC1=O)=O)CC2=CC=CC=C2)=O>>O=C(C=C3CCCC4=O)CC[C@@]34CC5=CC=CC=C5.O,CC(CCC1(C(CCCC1=O)=O)CC2=CC=CC=C2)=O>>O=C(C=C3CCCC4=O)CC[C@@]34CC5=CC=CC=C5.O,,,[],
429,CC(OC(C)(C)C)=O.CC(C)(C1=CC=C(C=C1)Br)C.C2(CCCCC2)[N-]C3CCCCC3>>CC(C)(OC(CC4=CC=C(C(C)(C)C)C=C4)=O)C.C5(CCCCC5)NC6CCCCC6.[Br-],CC(OC(C)(C)C)=O.CC(C)(C1=CC=C(C=C1)Br)C.C2(CCCCC2)[N-]C3CCCCC3>>CC(C)(OC(CC4=CC=C(C(C)(C)C)C=C4)=O)C.C5(CCCCC5)NC6CCCCC6.[Br-],,,[],
430,CS(=O)(Cl)=O.CCN(CC)CC.CC(C)([C@H](NC(C1=C(C=CC=C1)Br)=O)CO)C>>CC(C)([C@H]2COC(C3=C(C=CC=C3)Br)=N2)C.CS(=O)(O)=O.CC[NH+](CC)CC.[Cl-],CS(=O)(Cl)=O.CCN(CC)CC.CC(C)([C@H](NC(C1=C(C=CC=C1)Br)=O)CO)C>>CC(C)([C@H]2COC(C3=C(C=CC=C3)Br)=N2)C.CS(=O)(O)=O.CC[NH+](CC)CC.[Cl-],,,[],
431,COC(C(C)C)=O.CN(C1=CC=C(C=C1)Br)C.C2(CCCCC2)[N-]C3CCCCC3>>COC(C(C)(C4=CC=C(N(C)C)C=C4)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],COC(C(C)C)=O.CN(C1=CC=C(C=C1)Br)C.C2(CCCCC2)[N-]C3CCCCC3>>COC(C(C)(C4=CC=C(N(C)C)C=C4)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],,,[],
432,[H]C(C1=CC=CC=C1)=O.CC2=C(C=CC=C2)N.[H][H]>>CC3=C(C=CC=C3)NCC4=CC=CC=C4.O,[H]C(C1=CC=CC=C1)=O.CC2=C(C=CC=C2)N.[H][H]>>CC3=C(C=CC=C3)NCC4=CC=CC=C4.O,,,[],
433,NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O.S.S.S>>NC2=C(N)C=C(C=C2)N(=O)=O.O.O.[S].[S].[S],NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O.S.S.S>>NC2=C(N)C=C(C=C2)N(=O)=O.O.O.[S].[S].[S],,,[],
434,BrC1=CSC=C1.COC(C(C)C)=O.C2(CCCCC2)[N-]C3CCCCC3>>COC(C(C)(C4=CSC=C4)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],BrC1=CSC=C1.COC(C(C)C)=O.C2(CCCCC2)[N-]C3CCCCC3>>COC(C(C)(C4=CSC=C4)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],,,[],
435,CCN(CC)CC.CCN(CC)CC.O=C(C(F)(F)F)OC(C(F)(F)F)=O.O/N=C(CC1=CC=C(C=N1)C(F)(F)F)\C2=CC(Br)=CC=C2>>FC(C3=CC=C(N=C3)C4N=C4C5=CC(Br)=CC=C5)(F)F.[O-]C(C(F)(F)F)=O.[O-]C(C(F)(F)F)=O.CC[NH+](CC)CC.CC[NH+](CC)CC,CCN(CC)CC.CCN(CC)CC.O=C(C(F)(F)F)OC(C(F)(F)F)=O.O/N=C(CC1=CC=C(C=N1)C(F)(F)F)\C2=CC(Br)=CC=C2>>FC(C3=CC=C(N=C3)C4N=C4C5=CC(Br)=CC=C5)(F)F.[O-]C(C(F)(F)F)=O.[O-]C(C(F)(F)F)=O.CC[NH+](CC)CC.CC[NH+](CC)CC,,,[],
